dornum1999	Homo_sapiens	100000000000000000000100000000000000000000100000000000000000000
dornum1999	Callicebus_moloch	111000000000000000000111000000000000000000111000000000000000000
dornum1999	Pithecia_pithecia	111100000000000000000111100000000000000000111100000000000000000
dornum1999	Cacajao_calvus	111110000000000000000111110000000000000000111110000000000000000
dornum1999	Chiropotes_satanas	111110000000000000000111110000000000000000111110000000000000000
dornum1999	Alouatta_caraya	110001110000000000000110001110000000000000110001110000000000000
dornum1999	Alouatta_seniculus	110001110000000000000110001110000000000000110001110000000000000
dornum1999	Ateles_fusciceps	110001101000000000000110001101000000000000110001101000000000000
dornum1999	Brachyteles_arachnoides	110001101100000000000110001101100000000000110001101100000000000
dornum1999	Lagothrix_lagotricha	110001101100000000000110001101100000000000110001101100000000000
dornum1999	Aotus_trivirgatus	110001000010000000000110001000011000000000110001000011000000000
dornum1999	Cebus_albifrons	110001000011111000000110001000011111000000110001000010000111000
dornum1999	Cebus_capucinus	110001000011111000000110001000011111000000110001000010000111000
dornum1999	Cebus_olivaceus	110001000011110100000110001000011110100000110001000010000110100
dornum1999	Cebus_apella	110001000011110100000110001000011110100000110001000010000110100
dornum1999	Saimiri_oerstedii	110001000011100010000110001000011100010000110001000010000100010
dornum1999	Saimiri_boliviensis	110001000011100011000110001000011100011000110001000010000100011
dornum1999	Saimiri_sciureus	110001000011100011000110001000011100011000110001000010000100011
dornum1999	Saguinus_fuscicollis	110001000011000000100110001000010000000100110001000011100000000
dornum1999	Leontopithecus_rosalia	110001000011000000110110001000010000000110110001000011110000000
dornum1999	Callimico_goeldii	110001000011000000111110001000010000000111110001000011111000000
dornum1999	Callithrix_jacchus	110001000011000000111110001000010000000111110001000011111000000
